Created date / time : 7 April 2024 / 08:55:46,,,,,,
Card Number XXXX-XXXX-XXXX-1588 (Visa Light),,,,,,
From date 20210401,,,,,,
To date 20220331,,,,,,
Date Processed,Date of Transaction,Unique Id,Tran Type,Reference,Description,Amount
13/12/2021,12/12/2021,,DEBIT,690,MITRE 10 MEGA MT WTGN MOUNT WELLING,55.36
13/12/2021,12/12/2021,,DEBIT,690,CONTAINER DOOR LTD AUCKLAND,16.72
13/12/2021,12/12/2021,,DEBIT,690,HESARISUPERMARKETPANMURE AUCKLAND,52.7
13/12/2021,12/12/2021,,DEBIT,690,BUNNINGS - 9453 BOTANY,23.31
13/12/2021,12/12/2021,,DEBIT,690,BUNNINGS - 9471 MANUKAU,102.22
14/12/2021,13/12/2021,,DEBIT,690,Spotlight Mt Well 128 Mt Wellington,58.41
14/12/2021,13/12/2021,,DEBIT,690,PAK N SAVE SYLVIA PARK AUCKLAND,12.31
14/12/2021,13/12/2021,,DEBIT,690,SUPER LIQUOR GREENLANE AUCKLAND,214.64
15/12/2021,13/12/2021,,DEBIT,690,COUNTDOWN GREENLANE AUCKLAND,67.87
15/12/2021,14/12/2021,,DEBIT,690,GOODSTUFF SYLVIA PARK AUCKLAND,11.77
15/12/2021,14/12/2021,,DEBIT,690,FARMERS AUCKLAND,42.31
16/12/2021,16/12/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-252.72
16/12/2021,16/12/2021,,DEBIT,690,NEW WORLD STONEFIELDS AUCKLAND NZ,24.56
16/12/2021,14/12/2021,,DEBIT,690,AIA NEW ZEALAND 094888800,98.3
16/12/2021,14/12/2021,,DEBIT,690,PAYPAL  AIRBNB  HM2NPB 35314369001,245.8
17/12/2021,17/12/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-591.59
17/12/2021,16/12/2021,,DEBIT,690,MITRE 10 MEGA MT WTGN MOUNT WELLING,24.4
17/12/2021,16/12/2021,,DEBIT,690,PAK N SAVE SYLVIA PARK AUCKLAND,1.4
17/12/2021,16/12/2021,,DEBIT,690,BUNNINGS - 9493 MT WELLINGTON,50.85
18/12/2021,17/12/2021,,DEBIT,690,MITRE 10 MEGA MT WTGN MOUNT WELLING,15.07
18/12/2021,16/12/2021,,DEBIT,690,PAYPAL  AIRBNB  HMXQB3 35314369001,725.46
19/12/2021,19/12/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-11.68
20/12/2021,19/12/2021,,DEBIT,690,H M NEWMARKET AUCKLAND,81.43
21/12/2021,21/12/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-382.65
21/12/2021,20/12/2021,,CREDIT,690,H M AUCKLAND,-1
21/12/2021,20/12/2021,,DEBIT,690,TOWER INSURANCE - EIS 093692079,38.78
21/12/2021,20/12/2021,,DEBIT,690,TOWER INSURANCE - EIS 093692079,39.26
21/12/2021,20/12/2021,,DEBIT,690,TOWER INSURANCE - EIS 093692079,0.19
23/12/2021,22/12/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-6.91
23/12/2021,22/12/2021,,DEBIT,690,MOBIE NEWMARKET AUCKLAND,12.7
23/12/2021,21/12/2021,,DEBIT,690,APPLE.COM/BILL SYDNEY,13.41
24/12/2021,24/12/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-184.62
24/12/2021,23/12/2021,,DEBIT,690,NEW WORLD STONEFIELDS AUCKLAND NZ,10.73
24/12/2021,23/12/2021,,DEBIT,690,MOBILE PLANET SYLVIA AUCKLAND,48.42
24/12/2021,23/12/2021,,DEBIT,690,JAPAN MART SYLVIA PARK AUCKLAND,4.49
24/12/2021,23/12/2021,,DEBIT,690,JAPAN MART SYLVIA PARK AUCKLAND,1.24
25/12/2021,25/12/2021,,DEBIT,690,Z Ellerslie Auckland,38.09
25/12/2021,23/12/2021,,DEBIT,690,TACOBELL SYLVIAPARK113 AUCKLAND,12.36
26/12/2021,25/12/2021,,CREDIT,690,ALIEXPRESS.COM London,-7.76
26/12/2021,25/12/2021,,CREDIT,690,ALIEXPRESS.COM London,-27.01
26/12/2021,25/12/2021,,DEBIT,690,TAIPA FOOD MARKET TAIPA,56.46
27/12/2021,26/12/2021,,DEBIT,690,Four Square Coopers Bea Coopers Beach,4.03
27/12/2021,27/12/2021,,DEBIT,690,Pak N Save Kaitaia Kaitaia,3.92
27/12/2021,26/12/2021,,DEBIT,690,MANGONUI FISH SHOP MANGONUI,13.6
27/12/2021,26/12/2021,,DEBIT,690,MANGONUI FISH SHOP-FOOD MANGONUI,25.11
27/12/2021,26/12/2021,,DEBIT,690,Netflix New Zealand -,17.88
28/12/2021,27/12/2021,,DEBIT,690,SHAUN   FIONA KEHELY KAITAIA,5.01
28/12/2021,27/12/2021,,DEBIT,690,SHAUN   FIONA KEHELY KAITAIA,13.97
28/12/2021,27/12/2021,,DEBIT,690,GAS COOPERS BEACH CABLE BAY,36.47
29/12/2021,29/12/2021,,DEBIT,690,Fullers Boi Greatsights Pahia,14.92
29/12/2021,29/12/2021,,DEBIT,690,Caltex Waitangi Paihia,4.34
29/12/2021,28/12/2021,,DEBIT,690,SKINNY AUCKLAND,5.54
30/12/2021,29/12/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-696.87
30/12/2021,29/12/2021,,DEBIT,690,MAKANA CONFECTIONS BAY OF ISLAND,62.95
30/12/2021,29/12/2021,,DEBIT,690,KERICORN KERIKERI,76.26
30/12/2021,29/12/2021,,DEBIT,690,SPICE ROUTE RUSSELL RUSSELL,81.23
30/12/2021,29/12/2021,,DEBIT,690,GREENS- INDIAN AND THAI C PAIHIA,6.37
31/12/2021,31/12/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-29.35
31/12/2021,31/12/2021,,DEBIT,690,Fullers Boi Greatsights Pahia,70.03
1/01/2022,1/01/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-33.02
1/01/2022,31/12/2021,,DEBIT,690,ZANE GREYS PAIHIA,5.87
1/01/2022,31/12/2021,,DEBIT,690,ZANE GREYS PAIHIA,20.72
1/01/2022,31/12/2021,,DEBIT,690,ZANE GREYS PAIHIA,12.93
1/01/2022,1/01/2022,,DEBIT,690,Fullers Boi Greatsights Pahia,7.28
1/01/2022,1/01/2022,,DEBIT,690,PAK N SAVE WHANGAREI WHANGAREI,53.77
1/01/2022,30/12/2021,,DEBIT,690,HONE'S GARDEN RUSSELL,98.2
1/01/2022,31/12/2021,,DEBIT,690,SEASIDE BAY OF ISLAND,106.58
1/01/2022,31/12/2021,,DEBIT,690,SPADE TRADING LIMITE PAIHIA,2.93
1/01/2022,30/12/2021,,DEBIT,690,THE GABLES RESTAURANT RUSSELL,98.42
1/01/2022,31/12/2021,,DEBIT,690,BAD HABITS PAIHIA,40.54
2/01/2022,2/01/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-21.46
2/01/2022,2/01/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-23.14
2/01/2022,1/01/2022,,DEBIT,690,Oob Foods LP Matakana,18.87
2/01/2022,1/01/2022,,DEBIT,690,FOUR SQUARE MATAKANA MATAKANA,57.82
2/01/2022,2/01/2022,,DEBIT,690,Euro Patisserie   Cafe Auckland,1.67
3/01/2022,2/01/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-5.73
3/01/2022,3/01/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-69.8
3/01/2022,3/01/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-10.25
3/01/2022,3/01/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-21.09
3/01/2022,3/01/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-59.56
3/01/2022,3/01/2022,,DEBIT,690,TWO BOUTIQUE MATAKANA MATAKANA,39.01
4/01/2022,3/01/2022,,DEBIT,690,SOUTH PACIFIC OYSTERS MATAKANA,7.86
4/01/2022,3/01/2022,,DEBIT,690,Oob Foods LP Matakana,5.08
4/01/2022,4/01/2022,,DEBIT,690,FOUR SQUARE MATAKANA MATAKANA,32.82
4/01/2022,3/01/2022,,DEBIT,690,Oob Foods LP Matakana,9.24
4/01/2022,3/01/2022,,DEBIT,690,SKINNY AUCKLAND,2.13
5/01/2022,4/01/2022,,DEBIT,690,CHARLIES WHOLEFOODS MATAKANA,35.77
5/01/2022,4/01/2022,,DEBIT,690,GULL MATAKANA MATAKANA,46.01
5/01/2022,3/01/2022,,DEBIT,690,VUSE SYDNEY,125.45
5/01/2022,5/01/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-130.31
5/01/2022,5/01/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-5.22
6/01/2022,5/01/2022,,DEBIT,690,CW Wstfield Newmarket Auckland,16.04
6/01/2022,6/01/2022,,DEBIT,690,Watercare Services Ltd Remuera,1.51
6/01/2022,6/01/2022,,DEBIT,690,Watercare Online Remuera,160.02
6/01/2022,5/01/2022,,DEBIT,690,COUNTDOWN AUCKLAND,87.03
6/01/2022,5/01/2022,,DEBIT,690,COUNTDOWN AUCKLAND,1.25
6/01/2022,5/01/2022,,DEBIT,690,NZ TRANSPORT AGENCY PALMERSTON NO,10.98
6/01/2022,4/01/2022,,DEBIT,690,MYLOTTO.CO.NZ NEW ZEALAND,10.67
6/01/2022,5/01/2022,,DEBIT,690,TSUJIRI AUCKLAND,27.31
6/01/2022,4/01/2022,,DEBIT,690,US MOBILE  US MOBILE WWW.USMOBILE. NY 9.07 US DOLLAR at a Conversion Rate  of 0.6774 (NZ$13.39),2.28
6/01/2022,4/01/2022,,DEBIT,690,OFFSHORE SERVICE MARGINS,0.21
6/01/2022,6/01/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-70.9
6/01/2022,5/01/2022,,DEBIT,690,Tai Ping Newmarket Auckland,14.03
7/01/2022,6/01/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-256.76
7/01/2022,6/01/2022,,DEBIT,690,PAK N SAVE SYLVIA PARK AUCKLAND,28.11
7/01/2022,6/01/2022,,DEBIT,690,TOWER INSURANCE - EIS 093692079,2.38
7/01/2022,5/01/2022,,DEBIT,690,APPLE.COM/BILL SYDNEY,23.52
8/01/2022,8/01/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-64.22
8/01/2022,8/01/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-68.84
8/01/2022,7/01/2022,,DEBIT,690,COBRA LIQUOR AUCKLAND,101.78
9/01/2022,8/01/2022,,DEBIT,690,NEW WORLD STONEFIELDS AUCKLAND NZ,1.5
9/01/2022,8/01/2022,,DEBIT,690,BERNADETTE'S MOVENPICK AUCKLAND,12.89
9/01/2022,8/01/2022,,DEBIT,690,GOODSTUFF SYLVIA PARK AUCKLAND,0.99
10/01/2022,10/01/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-7.26
10/01/2022,8/01/2022,,DEBIT,690,CAFE ON KOHI AUCKLAND,6.15
11/01/2022,10/01/2022,,DEBIT,690,Wairere Nursery Hamilton,92.62
11/01/2022,10/01/2022,,DEBIT,690,MYRENT AUCKLAND,36.31
12/01/2022,12/01/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-7.78
12/01/2022,12/01/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-58.17
12/01/2022,12/01/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-532.33
13/01/2022,12/01/2022,,DEBIT,690,LEXINIC AUCKLAND,1020.69
13/01/2022,12/01/2022,,DEBIT,690,Ippudo Newmarket Auckland,29.25
13/01/2022,12/01/2022,,DEBIT,690,Tai Ping Newmarket Auckland,19.03
13/01/2022,12/01/2022,,DEBIT,690,Mecca Newmarket Auckland,18.45
13/01/2022,12/01/2022,,DEBIT,690,KOOKAI TEED ST MELBOURNE,120.72
14/01/2022,13/01/2022,,DEBIT,690,HESARISUPERMARKETPANMURE AUCKLAND,50.38
14/01/2022,13/01/2022,,DEBIT,690,THLNZRENTALINTERNET AUCKLAND,0.68
14/01/2022,13/01/2022,,DEBIT,690,THLNZRENTALINTERNET AUCKLAND,1.43
14/01/2022,12/01/2022,,DEBIT,690,UBER    TRIP HELP.UBER.COM,6.64
15/01/2022,14/01/2022,,CREDIT,690,THLNZRENTALINTERNET AUCKLAND,-1.29
16/01/2022,15/01/2022,,DEBIT,690,MITRE 10 MEGA MT WTGN MOUNT WELLING,7.36
16/01/2022,15/01/2022,,DEBIT,690,Downtown Car Park Auckland,6.51
16/01/2022,15/01/2022,,DEBIT,690,Civic Car Park Auckland,0.78
17/01/2022,15/01/2022,,DEBIT,690,EVENT CINEMAS QUEEN ST AUCKLAND,6.17
17/01/2022,15/01/2022,,DEBIT,690,SEVEN MART AUCKLAND,1.09
17/01/2022,14/01/2022,,DEBIT,690,AIA NEW ZEALAND 094888800,102
17/01/2022,15/01/2022,,DEBIT,690,NEPTUNE CAFE   BAR AUCKLAND,88.64
17/01/2022,16/01/2022,,DEBIT,690,COUNTDOWN GREENLANE AUCKLAND,173.99
18/01/2022,18/01/2022,,DEBIT,690,VICTORY CHRISTIAN CHURCH AUCKLAND,11.98
19/01/2022,19/01/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-358.66
20/01/2022,20/01/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-144.24
20/01/2022,19/01/2022,,DEBIT,690,TSUJIRI AUCKLAND,11.36
20/01/2022,19/01/2022,,DEBIT,690,EXTREME INDOOR KARTS MANUKAU,124.27
20/01/2022,18/01/2022,,DEBIT,690,VUSE SYDNEY,45.48
21/01/2022,21/01/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-34.32
21/01/2022,21/01/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-7.14
21/01/2022,21/01/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-28.99
21/01/2022,20/01/2022,,DEBIT,690,TOWER INSURANCE - EIS 093692079,102.13
21/01/2022,20/01/2022,,DEBIT,690,TOWER INSURANCE - EIS 093692079,17.63
21/01/2022,20/01/2022,,DEBIT,690,TOWER INSURANCE - EIS 093692079,130.13
22/01/2022,20/01/2022,,DEBIT,690,VUSE SYDNEY,73.03
22/01/2022,21/01/2022,,DEBIT,690,SKILLCERTPRO HYDERABAD 19.99 US DOLLAR at a Conversion Rate  of 0.6749 (NZ$29.62),15.12
22/01/2022,21/01/2022,,DEBIT,690,OFFSHORE SERVICE MARGINS,0.6
22/01/2022,21/01/2022,,DEBIT,690,TEST PREP TRAINING WEST DRAYTON 11.99 US DOLLAR at a Conversion Rate  of 0.6747 (NZ$17.77),8.2
22/01/2022,21/01/2022,,DEBIT,690,OFFSHORE SERVICE MARGINS,0.17
23/01/2022,22/01/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-166.7
23/01/2022,22/01/2022,,DEBIT,690,INLAND REVENUE WELLINGTON,0.05
23/01/2022,22/01/2022,,DEBIT,690,CONVENIENCE FEE IR AUCKLAND,1.65
24/01/2022,23/01/2022,,DEBIT,690,PASTRAMI   RYE AUCKLAND,18.37
25/01/2022,23/01/2022,,DEBIT,690,Z Ellerslie Auckland,49.24
26/01/2022,25/01/2022,,DEBIT,690,SKINNY AUCKLAND,5.25
27/01/2022,27/01/2022,,DEBIT,690,NETFLIX.COM LOS GATOS CA,4.05
27/01/2022,26/01/2022,,DEBIT,690,MKT ROAD KITCHEN AUCKLAND,0.37
27/01/2022,26/01/2022,,DEBIT,690,MYLOTTO.CO.NZ NEW ZEALAND,44.74
28/01/2022,27/01/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-96.67
28/01/2022,27/01/2022,,DEBIT,690,SRI MAKHOTA MALAYSIAN AUCKLAND,171.24
28/01/2022,27/01/2022,,DEBIT,690,EXTREME INDOOR KARTS MANUKAU,310.83
29/01/2022,29/01/2022,,DEBIT,690,Fergburger Queenstown,44.93
30/01/2022,29/01/2022,,DEBIT,690,Bookme.Co.Nz New Zealand,245.41
30/01/2022,28/01/2022,,DEBIT,690,KFC PANMURE - 502 PANMURE,18.22
30/01/2022,29/01/2022,,DEBIT,690,NEW WORLD QUEENSTOWN QUEENSTOWN,146.58
30/01/2022,28/01/2022,,DEBIT,690,UBER    TRIP HELP.UBER.COM,49.18
31/01/2022,29/01/2022,,DEBIT,690,HUDSONS AUCKLAND AIRPORT AUCKLAND,9.99
31/01/2022,30/01/2022,,DEBIT,690,SKINNY AUCKLAND,11.17
1/02/2022,31/01/2022,,DEBIT,690,Milford Sound Lodge Milford Sound,50.57
1/02/2022,31/01/2022,,DEBIT,690,MILFORD SOUND PARKING MILFORD SOUN,19.99
2/02/2022,1/02/2022,,DEBIT,690,NPD MOSSBURN FUELSTOP MOSSBURN,39.89
2/02/2022,2/02/2022,,CREDIT,690,Bookme.Co.Nz New Zealand,-8.41
2/02/2022,1/02/2022,,DEBIT,690,Fresh Choice Te Anau Te Anau,50.1
2/02/2022,2/02/2022,,DEBIT,690,Fergburger Queenstown,39.52
3/02/2022,2/02/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-290.86
3/02/2022,2/02/2022,,DEBIT,690,JACKSON ORCHARDS CROMWELL,19.12
3/02/2022,2/02/2022,,DEBIT,690,THL RENTALS ZQN QUEENSTOWN,0.98
4/02/2022,4/02/2022,,DEBIT,690,Hermitage Sir ED Cafe 2 Mt Cook,5.35
4/02/2022,3/02/2022,,DEBIT,690,Hot Tubs Omarama Mornington,62.18
4/02/2022,3/02/2022,,DEBIT,690,Hot Tubs Omarama Mornington,31.78
4/02/2022,3/02/2022,,DEBIT,690,SCROGGIN COFFEE   EA WANAKA,5.69
5/02/2022,3/02/2022,,DEBIT,690,US MOBILE  US MOBILE WWW.USMOBILE. NY 9.07 US DOLLAR at a Conversion Rate  of 0.6620 (NZ$13.70),4.13
5/02/2022,3/02/2022,,DEBIT,690,OFFSHORE SERVICE MARGINS,0.3
6/02/2022,6/02/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-103.47
6/02/2022,5/02/2022,,DEBIT,690,Four Square Tekapo Lake Tekapo,10.66
6/02/2022,5/02/2022,,DEBIT,690,GLENTANNER PARK MOUNT COOK,12.76
6/02/2022,5/02/2022,,DEBIT,690,FUELSTOP HERMITAGE MOUNT COOK,48.41
7/02/2022,7/02/2022,,DEBIT,690,Empire Coffee Christchurch,6.72
7/02/2022,6/02/2022,,DEBIT,690,THE GREEDY COW LAKE TEKAPO,17.61
7/02/2022,5/02/2022,,DEBIT,690,MYLOTTO.CO.NZ NEW ZEALAND,43.88
7/02/2022,6/02/2022,,DEBIT,690,LAKE TEKAPO MOTEL LAKE TEKAPO,65.56
7/02/2022,5/02/2022,,DEBIT,690,APPLE.COM/BILL SYDNEY,22.16
8/02/2022,8/02/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-720.78
8/02/2022,8/02/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-130.92
8/02/2022,7/02/2022,,DEBIT,690,Z Russley Russley,89.1
8/02/2022,6/02/2022,,DEBIT,690,TOWER INSURANCE - EIS 093692079,16.84
8/02/2022,7/02/2022,,DEBIT,690,PRINCE OF PERSIA RESTAURA CHRISTCHURCH,0.93
9/02/2022,9/02/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-656.78
9/02/2022,8/02/2022,,DEBIT,690,CW Sylvia Park Glen Innes,113.46
9/02/2022,8/02/2022,,DEBIT,690,PAK N SAVE SYLVIA PARK AUCKLAND,396.4
9/02/2022,8/02/2022,,DEBIT,690,SP   WICKEDLYINDULGENT HAMILTON,46
9/02/2022,7/02/2022,,DEBIT,690,APPLE NEW ZEALAND AUCKLAND,92.51
9/02/2022,7/02/2022,,DEBIT,690,UBER    TRIP HELP.UBER.COM,19.98
10/02/2022,9/02/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-3.82
10/02/2022,10/02/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-45.98
10/02/2022,8/02/2022,,DEBIT,690,APPLE NEW ZEALAND AUCKLAND,175.86
11/02/2022,11/02/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-101.98
11/02/2022,11/02/2022,,DEBIT,690,VICTORY CHRISTIAN CHURCH AUCKLAND,6.41
11/02/2022,10/02/2022,,DEBIT,690,MYRENT AUCKLAND,6.59
12/02/2022,12/02/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-102.31
12/02/2022,12/02/2022,,DEBIT,690,Noel Leeming 75 Auckland,46.48
12/02/2022,10/02/2022,,DEBIT,690,SP   PADDOCK TO PANTRY AUCKLAND,94.63
12/02/2022,11/02/2022,,DEBIT,690,LE PETITE FOURCHETTE AUCKLAND,12.49
13/02/2022,12/02/2022,,DEBIT,690,ST PIERRE'S NEWMARKE AUCKLAND,26.11
16/02/2022,15/02/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-145.52
16/02/2022,16/02/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-139.67
16/02/2022,15/02/2022,,DEBIT,690,The Warehouse 190 Lunn AVE,6.98
16/02/2022,15/02/2022,,DEBIT,690,NEW WORLD STONEFIELDS AUCKLAND NZ,204.84
16/02/2022,14/02/2022,,DEBIT,690,AIA NEW ZEALAND 094888800,76.8
16/02/2022,15/02/2022,,DEBIT,690,HESARISUPERMARKETPANMURE AUCKLAND,14.06
17/02/2022,16/02/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-4.14
17/02/2022,16/02/2022,,DEBIT,690,FARMERS 1140 NEWMARKET,115.17
17/02/2022,16/02/2022,,DEBIT,690,COUNTDOWN AUCKLAND,4.3
17/02/2022,16/02/2022,,DEBIT,690,TSUJIRI AUCKLAND,15.75
18/02/2022,18/02/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-74.09
18/02/2022,18/02/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-48.04
18/02/2022,16/02/2022,,DEBIT,690,ALIEXPRESS.COM London,4.41
18/02/2022,16/02/2022,,DEBIT,690,ALIEXPRESS.COM London,4.81
18/02/2022,16/02/2022,,DEBIT,690,ALIEXPRESS.COM London,7.6
18/02/2022,16/02/2022,,DEBIT,690,UBER    TRIP HELP.UBER.COM,26.43
19/02/2022,19/02/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-15.76
19/02/2022,19/02/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-11.55
19/02/2022,19/02/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-10.24
19/02/2022,18/02/2022,,DEBIT,690,Life Pharmacy Sylvia PK Sylvia Park,17.31
19/02/2022,18/02/2022,,DEBIT,690,KMART AUCKLAND,16.5
19/02/2022,17/02/2022,,DEBIT,690,VUSE SYDNEY,9.54
20/02/2022,20/02/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-436.59
20/02/2022,20/02/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-2.4
20/02/2022,19/02/2022,,DEBIT,690,TSUJIRI AUCKLAND,11.7
20/02/2022,19/02/2022,,DEBIT,690,ALIEXPRESS.COM London,12.29
20/02/2022,19/02/2022,,DEBIT,690,REDBUBBLE MELBOURNE 27.67 AUSTRALIAN DOLLAR at a Conversion Rate  of 0.9301 (NZ$29.75),40.94
20/02/2022,19/02/2022,,DEBIT,690,OFFSHORE SERVICE MARGINS,0.2
21/02/2022,20/02/2022,,DEBIT,690,CW Wstfield Newmarket Auckland,1.4
22/02/2022,22/02/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-21.64
22/02/2022,20/02/2022,,DEBIT,690,TOWER INSURANCE - EIS 093692079,29.6
22/02/2022,20/02/2022,,DEBIT,690,TOWER INSURANCE - EIS 093692079,21.36
22/02/2022,20/02/2022,,DEBIT,690,TOWER INSURANCE - EIS 093692079,49.78
23/02/2022,22/02/2022,,DEBIT,690,SKINNY AUCKLAND,3.09
24/02/2022,23/02/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-194.6
24/02/2022,24/02/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-14.14
24/02/2022,23/02/2022,,DEBIT,690,AT Parking Auckland,0.01
24/02/2022,23/02/2022,,DEBIT,690,OLA HELP.OLA.CO.NZ AUCKLAND,10.32
25/02/2022,24/02/2022,,DEBIT,690,MITRE 10 MEGA MT WTGN MOUNT WELLING,36.18
25/02/2022,23/02/2022,,DEBIT,690,MEKONG BABY AUCKLAND,11.52
25/02/2022,23/02/2022,,DEBIT,690,KFC GREENLANE - 604 GREENLANE,3.04
26/02/2022,25/02/2022,,DEBIT,690,NEW WORLD STONEFIELDS AUCKLAND NZ,357.78
27/02/2022,27/02/2022,,DEBIT,690,NETFLIX.COM LOS GATOS CA,23.33
28/02/2022,28/02/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-190.49
28/02/2022,27/02/2022,,DEBIT,690,SKINNY AUCKLAND,15.94
28/02/2022,27/02/2022,,DEBIT,690,MINT CAKERY AUCKLAND,5.07
2/03/2022,2/03/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-350.35
4/03/2022,2/03/2022,,DEBIT,690,SKILLCERTPRO HYDERABAD 19.99 US DOLLAR at a Conversion Rate  of 0.6737 (NZ$29.67),17.97
4/03/2022,2/03/2022,,DEBIT,690,OFFSHORE SERVICE MARGINS,0.71
4/03/2022,2/03/2022,,DEBIT,690,TEST PREP TRAINING WEST DRAYTON 11.99 US DOLLAR at a Conversion Rate  of 0.6740 (NZ$17.79),15.93
4/03/2022,2/03/2022,,DEBIT,690,OFFSHORE SERVICE MARGINS,0.49
5/03/2022,4/03/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-48.22
6/03/2022,6/03/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-7.86
7/03/2022,5/03/2022,,DEBIT,690,APPLE.COM/BILL SYDNEY,22.71
7/03/2022,5/03/2022,,DEBIT,690,US MOBILE  US MOBILE WWW.USMOBILE. NY 9.07 US DOLLAR at a Conversion Rate  of 0.6764 (NZ$13.41),6.32
7/03/2022,5/03/2022,,DEBIT,690,OFFSHORE SERVICE MARGINS,0.31
8/03/2022,8/03/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-23.54
8/03/2022,6/03/2022,,DEBIT,690,TOWER INSURANCE - EIS 093692079,24.35
9/03/2022,7/03/2022,,DEBIT,690,USCUSTOMS ESTA APPL PMT 317-715-6776 IN 4.00 US DOLLAR at a Conversion Rate  of 0.6814 (NZ$5.87),3.6
9/03/2022,7/03/2022,,DEBIT,690,OFFSHORE SERVICE MARGINS,0.09
10/03/2022,9/03/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-0.12
10/03/2022,10/03/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-37.93
11/03/2022,10/03/2022,,DEBIT,690,MYRENT AUCKLAND,47.64
13/03/2022,12/03/2022,,DEBIT,690,SP   TSUJIRI NEW ZEALA MT WELLINGTON,40.68
14/03/2022,14/03/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-26.74
14/03/2022,13/03/2022,,DEBIT,690,KMART ONLINE AUCKLAND,37.98
16/03/2022,16/03/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-358.87
16/03/2022,14/03/2022,,DEBIT,690,AIA NEW ZEALAND 094888800,63.14
17/03/2022,16/03/2022,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-29.34
17/03/2022,16/03/2022,,DEBIT,690,PAK N SAVE BOTANY AUCKLAND,225.67
17/03/2022,16/03/2022,,DEBIT,690,GLENGARRY WINES AUCKLAND,103.75
17/03/2022,16/03/2022,,DEBIT,690,MYLOTTO.CO.NZ NEW ZEALAND,41.36
